0	0	0
1	-126.475	2.39363
2	-10.539	2.3577
3	-34.2528	2.3825
4	-127.031	2.39656
5	53.6181	2.3866
6	-117.736	2.4146
7	-81.9028	2.3825
8	-89.3312	2.43594
9	-91.7332	2.39971
10	-40.3042	2.39363
11	-20.9107	2.43657
12	-61.3656	2.42928
13	-67.217	2.49631
14	-81.5254	2.45024
15	-118.861	2.35864
16	-93.9959	2.34726
17	-27.4775	2.47326
18	-85.7052	2.42965
19	0	0
20	-61.2856	2.40745
21	-47.0577	2.45127
22	0	0
23	-48.3688	2.48552
24	-83.7723	2.39617
25	-153.962	2.50852
26	-149.25	2.47729
27	-20.9101	2.41522
28	-99.7038	2.47729
29	-59.5536	2.41522
30	-40.2319	2.41522
31	-45.5416	2.35406
32	0	0
33	-155.674	2.64033
34	-94.4987	2.38563
35	-138.612	2.64774
36	-133.398	2.54017
37	-131.99	2.72048
38	-187.924	2.81978
39	-122.46	2.68792
40	0	0
41	-104.483	2.32354
42	0	0
43	0	0
44	-139.072	2.71106
45	10.6747	2.54812
46	0	0
47	-59.7912	2.70001
48	-209.937	2.86903
49	-168.337	2.87868
50	-234.38	2.80919
51	-142.592	2.85895
52	-202.27	2.83897
53	-109.182	2.81892
54	-197.943	2.82959
55	-173.231	2.85354
56	-225.512	2.75564
57	-210.931	2.8598
58	-222.094	2.91049
59	-202.5	2.91607
60	-163.672	2.95315
61	-121.439	2.84804
62	-102.071	2.93237
63	31.7646	2.78304
64	-61.4003	2.38951
65	-63.8406	2.57697
66	-89.3634	2.55129
67	-72.8073	2.58444
68	-129.772	2.44782
69	-146.753	2.70457
70	-134.354	2.61805
71	-134.661	2.58517
72	-210.761	2.70163
73	-125.296	2.60965
74	-109.613	2.47729
75	-134.104	2.61877
76	-149.291	2.55932
77	-72.0011	2.62154
78	-113.092	2.56113
79	-50.6777	2.52802
80	-133.37	2.40706
81	-166.708	2.38889
82	-143.678	2.41075
83	-100.668	2.37901
84	-135.341	2.40363
85	-108.671	2.3866
86	-85.7244	2.34107
87	-94.9657	2.42526
88	-360.955	4.10831
89	-278.323	4.20663
90	-326.883	4.09981
91	-310.484	4.09981
92	-257.874	4.14337
93	-241.301	4.14337
94	-273.695	4.06636
95	-240.669	4.17336
96	-110.776	2.80919
97	-139.307	2.81454
98	-121.003	2.78084
99	-175.518	2.72048
100	-164.833	2.79437
101	-141.28	2.76632
102	-220.128	2.84358
103	-195.245	2.63929
104	-192.199	2.58898
105	-179.156	3.13651
106	-164.598	2.54273
107	-125.795	2.50401
108	-178.977	2.47729
109	-129.404	2.56266
110	-207.766	2.68424
111	-88.0011	2.56487
112	-217.568	2.55574
113	-218.859	2.73263
114	-197.379	2.84358
115	-220.721	2.79437
116	-276.148	2.83947
117	-219.988	2.64316
118	-238.816	2.738
119	-297.455	2.66
120	0	1
121	0	1
122	0	1
123	0	1
124	0	1
125	0	1
126	0	1
127	0	1
